2,0,22,Black
2,0,23,Black
2,0,24,Black
2,0,25,Black
2,0,26,Black
2,0,27,Black
2,0,28,Black
2,0,29,Black
2,0,30,Black
2,0,31,Black
2,0,32,Black
2,0,33,Black
2,1,22,Black
2,1,23,Black
2,1,24,Black
2,1,25,Black
2,1,26,Black
2,1,27,Black
2,1,28,Black
2,1,29,Black
2,1,30,Black
2,1,31,Black
2,1,32,Black
2,1,33,Black
2,2,22,Black
2,2,23,Black
2,2,24,Black
2,2,25,Black
2,2,26,Black
2,2,27,Black
2,2,28,Black
2,2,29,Black
2,2,30,Black
2,2,31,Black
2,2,32,Black
2,2,33,Black
2,3,22,Black
2,3,23,Black
2,3,24,Black
2,3,25,Black
2,3,26,Black
2,3,27,Black
2,3,28,Black
2,3,29,Black
2,3,30,Black
2,3,31,Black
2,3,32,Black
2,3,33,Black
2,4,22,Black
2,4,23,Black
2,4,24,Black
2,4,25,Black
2,4,26,Black
2,4,27,Black
2,4,28,Black
2,4,29,Black
2,4,30,Black
2,4,31,Black
2,4,32,Black
2,4,33,Black
2,5,22,Black
2,5,23,Black
2,5,24,Black
2,5,25,Black
2,5,26,Black
2,5,27,Black
2,5,28,Black
2,5,29,Black
2,5,30,Black
2,5,31,Black
2,5,32,Black
2,5,33,Black
2,6,22,Black
2,6,23,Black
2,6,24,Black
2,6,25,Black
2,6,26,Black
2,6,27,Black
2,6,28,Black
2,6,29,Black
2,6,30,Black
2,6,31,Black
2,6,32,Black
2,6,33,Black
2,7,22,Black
2,7,23,Black
2,7,24,Black
2,7,25,Black
2,7,26,Black
2,7,27,Black
2,7,28,Black
2,7,29,Black
2,7,30,Black
2,7,31,Black
2,7,32,Black
2,7,33,Black
2,8,22,Black
2,8,23,Black
2,8,24,Black
2,8,25,Black
2,8,26,Black
2,8,27,Black
2,8,28,Black
2,8,29,Black
2,8,30,Black
2,8,31,Black
2,8,32,Black
2,8,33,Black
2,9,22,Black
2,9,23,Black
2,9,24,Black
2,9,25,Black
2,9,26,Black
2,9,27,Black
2,9,28,Black
2,9,29,Black
2,9,30,Black
2,9,31,Black
2,9,32,Black
2,9,33,Black
3,0,22,Black
3,0,23,Black
3,0,24,Black
3,0,25,Black
3,0,26,Black
3,0,27,Black
3,0,28,Black
3,0,29,Black
3,0,30,Black
3,0,31,Black
3,0,32,Black
3,0,33,Black
3,1,22,Black
3,1,23,Black
3,1,24,Black
3,1,25,Black
3,1,26,Black
3,1,27,Black
3,1,28,Black
3,1,29,Black
3,1,30,Black
3,1,31,Black
3,1,32,Black
3,1,33,Black
3,2,22,Black
3,2,23,Black
3,2,24,Black
3,2,25,Black
3,2,26,Black
3,2,27,Black
3,2,28,Black
3,2,29,Black
3,2,30,Black
3,2,31,Black
3,2,32,Black
3,2,33,Black
3,3,22,Black
